citizenship,date,encounter_count,country_of_entry
PANAMA,2021-08-01,17,MEXICO
ARUBA,2021-08-01,0,MEXICO
BAHAMAS,2021-08-01,0,MEXICO
CUBA,2021-08-01,879,MEXICO
DOMINICAN REPUBLIC,2021-08-01,29,MEXICO
HAITI,2021-08-01,3537,MEXICO
JAMAICA,2021-08-01,4,MEXICO
TRINIDAD & TOBAGO,2021-08-01,0,MEXICO
ARGENTINA,2021-08-01,26,MEXICO
BOLIVIA,2021-08-01,3,MEXICO
BRAZIL,2021-08-01,636,MEXICO
CHILE,2021-08-01,500,MEXICO
COLOMBIA,2021-08-01,115,MEXICO
ECUADOR,2021-08-01,242,MEXICO
FRENCH GUIANA,2021-08-01,3,MEXICO
GUYANA,2021-08-01,2,MEXICO
PARAGUAY,2021-08-01,1,MEXICO
PERU,2021-08-01,33,MEXICO
SURINAME,2021-08-01,2,MEXICO
URUGUAY,2021-08-01,7,MEXICO
VENEZUELA,2021-08-01,407,MEXICO
ALBANIA,2021-08-01,0,MEXICO
GERMANY,2021-08-01,2,MEXICO
ANDORRA,2021-08-01,1,MEXICO
BELGIUM,2021-08-01,2,MEXICO
BELARUS,2021-08-01,19,MEXICO
CZECHIA,2021-08-01,1,MEXICO
CROATIA,2021-08-01,0,MEXICO
DENMARK,2021-08-01,0,MEXICO
SLOVENIA,2021-08-01,0,MEXICO
SPAIN,2021-08-01,5,MEXICO
ESTONIA,2021-08-01,0,MEXICO
FINLAND,2021-08-01,0,MEXICO
FRANCE,2021-08-01,3,MEXICO
GREECE,2021-08-01,0,MEXICO
HUNGARY,2021-08-01,0,MEXICO
IRELAND,2021-08-01,0,MEXICO
ITALY,2021-08-01,2,MEXICO
LATVIA,2021-08-01,0,MEXICO
LITHUANIA,2021-08-01,0,MEXICO
MOLDOVA,2021-08-01,0,MEXICO
NORWAY,2021-08-01,0,MEXICO
NETHERLANDS,2021-08-01,0,MEXICO
POLAND,2021-08-01,0,MEXICO
PORTUGAL,2021-08-01,0,MEXICO
UNITED KINGDOM,2021-08-01,2,MEXICO
ROMANIA,2021-08-01,2,MEXICO
RUSSIA,2021-08-01,54,MEXICO
SERBIA,2021-08-01,0,MEXICO
SWEDEN,2021-08-01,1,MEXICO
SWITZERLAND,2021-08-01,1,MEXICO
UKRAINE,2021-08-01,6,MEXICO
AFGHANISTAN,2021-08-01,1,MEXICO
SAUDI ARABIA,2021-08-01,1,MEXICO
ARMENIA,2021-08-01,14,MEXICO
AZERBAIJAN,2021-08-01,0,MEXICO
BANGLADESH,2021-08-01,141,MEXICO
CHINA,2021-08-01,4,MEXICO
SOUTH KOREA,2021-08-01,0,MEXICO
PHILIPPINES,2021-08-01,0,MEXICO
GEORGIA,2021-08-01,0,MEXICO
INDIA,2021-08-01,23,MEXICO
IRAQ,2021-08-01,0,MEXICO
IRAN,2021-08-01,2,MEXICO
ISRAEL,2021-08-01,0,MEXICO
JAPAN,2021-08-01,0,MEXICO
JORDAN,2021-08-01,0,MEXICO
KAZAKHSTAN,2021-08-01,0,MEXICO
KYRGYZSTAN,2021-08-01,0,MEXICO
LAOS,2021-08-01,0,MEXICO
LEBANON,2021-08-01,0,MEXICO
NEPAL,2021-08-01,14,MEXICO
PAKISTAN,2021-08-01,4,MEXICO
PALESTINIAN TERRITORIES,2021-08-01,0,MEXICO
SYRIA,2021-08-01,0,MEXICO
SRI LANKA,2021-08-01,3,MEXICO
TAJIKISTAN,2021-08-01,2,MEXICO
TURKEY,2021-08-01,3,MEXICO
UZBEKISTAN,2021-08-01,12,MEXICO
VIETNAM,2021-08-01,0,MEXICO
YEMEN,2021-08-01,1,MEXICO
NA,2021-08-01,1,MEXICO
AUSTRALIA,2021-08-01,1,MEXICO
OTHER,2021-08-01,0,MEXICO
NEW ZEALAND,2021-08-01,0,MEXICO
ANGOLA,2021-08-01,9,MEXICO
ALGERIA,2021-08-01,0,MEXICO
BENIN,2021-08-01,2,MEXICO
BURKINA FASO,2021-08-01,4,MEXICO
CAMEROON,2021-08-01,3,MEXICO
CENTRAL AFRICAN REPUBLIC,2021-08-01,1,MEXICO
CHAD,2021-08-01,0,MEXICO
CONGO - KINSHASA,2021-08-01,9,MEXICO
CÔTE D’IVOIRE,2021-08-01,0,MEXICO
EGYPT,2021-08-01,2,MEXICO
ERITREA,2021-08-01,7,MEXICO
ETHIOPIA,2021-08-01,1,MEXICO
GAMBIA,2021-08-01,3,MEXICO
GHANA,2021-08-01,13,MEXICO
GUINEA,2021-08-01,20,MEXICO
GUINEA-BISSAU,2021-08-01,0,MEXICO
EQUATORIAL GUINEA,2021-08-01,0,MEXICO
KENYA,2021-08-01,0,MEXICO
LIBERIA,2021-08-01,0,MEXICO
LIBYA,2021-08-01,0,MEXICO
MADAGASCAR,2021-08-01,0,MEXICO
MALI,2021-08-01,6,MEXICO
MOROCCO,2021-08-01,0,MEXICO
MAURITANIA,2021-08-01,4,MEXICO
NIGER,2021-08-01,0,MEXICO
NIGERIA,2021-08-01,7,MEXICO
SENEGAL,2021-08-01,29,MEXICO
SIERRA LEONE,2021-08-01,0,MEXICO
SOMALIA,2021-08-01,3,MEXICO
SOUTH AFRICA,2021-08-01,0,MEXICO
SUDAN,2021-08-01,0,MEXICO
TOGO,2021-08-01,8,MEXICO
TUNISIA,2021-08-01,0,MEXICO
UGANDA,2021-08-01,2,MEXICO
ZIMBABWE,2021-08-01,0,MEXICO
STATELESS,2021-08-01,0,MEXICO
CANADA,2021-07-01,8,MEXICO
UNITED STATES,2021-07-01,111,MEXICO
BELIZE,2021-07-01,20,MEXICO
COSTA RICA,2021-07-01,8,MEXICO
EL SALVADOR,2021-07-01,1847,MEXICO
GUATEMALA,2021-07-01,6624,MEXICO
HONDURAS,2021-07-01,11395,MEXICO
NICARAGUA,2021-07-01,1858,MEXICO
PANAMA,2021-07-01,3,MEXICO
ARUBA,2021-07-01,0,MEXICO
BAHAMAS,2021-07-01,0,MEXICO
CUBA,2021-07-01,512,MEXICO
DOMINICAN REPUBLIC,2021-07-01,12,MEXICO
HAITI,2021-07-01,1956,MEXICO
JAMAICA,2021-07-01,1,MEXICO
TRINIDAD & TOBAGO,2021-07-01,0,MEXICO
ARGENTINA,2021-07-01,19,MEXICO
BOLIVIA,2021-07-01,0,MEXICO
BRAZIL,2021-07-01,337,MEXICO
CHILE,2021-07-01,290,MEXICO
COLOMBIA,2021-07-01,96,MEXICO
ECUADOR,2021-07-01,120,MEXICO
FRENCH GUIANA,2021-07-01,0,MEXICO
GUYANA,2021-07-01,0,MEXICO
PARAGUAY,2021-07-01,0,MEXICO
PERU,2021-07-01,7,MEXICO
SURINAME,2021-07-01,0,MEXICO
URUGUAY,2021-07-01,7,MEXICO
VENEZUELA,2021-07-01,197,MEXICO
ALBANIA,2021-07-01,0,MEXICO
GERMANY,2021-07-01,1,MEXICO
ANDORRA,2021-07-01,0,MEXICO
BELGIUM,2021-07-01,0,MEXICO
BELARUS,2021-07-01,4,MEXICO
CZECHIA,2021-07-01,0,MEXICO
CROATIA,2021-07-01,0,MEXICO
DENMARK,2021-07-01,0,MEXICO
SLOVENIA,2021-07-01,0,MEXICO
SPAIN,2021-07-01,2,MEXICO
ESTONIA,2021-07-01,0,MEXICO
FINLAND,2021-07-01,0,MEXICO
FRANCE,2021-07-01,2,MEXICO
GREECE,2021-07-01,0,MEXICO
HUNGARY,2021-07-01,0,MEXICO
IRELAND,2021-07-01,0,MEXICO
ITALY,2021-07-01,3,MEXICO
LATVIA,2021-07-01,0,MEXICO
LITHUANIA,2021-07-01,0,MEXICO
MOLDOVA,2021-07-01,0,MEXICO
NORWAY,2021-07-01,0,MEXICO
NETHERLANDS,2021-07-01,0,MEXICO
POLAND,2021-07-01,0,MEXICO
PORTUGAL,2021-07-01,0,MEXICO
UNITED KINGDOM,2021-07-01,4,MEXICO
ROMANIA,2021-07-01,0,MEXICO
RUSSIA,2021-07-01,105,MEXICO
SERBIA,2021-07-01,0,MEXICO
SWEDEN,2021-07-01,0,MEXICO
SWITZERLAND,2021-07-01,0,MEXICO
UKRAINE,2021-07-01,7,MEXICO
AFGHANISTAN,2021-07-01,0,MEXICO
SAUDI ARABIA,2021-07-01,0,MEXICO
ARMENIA,2021-07-01,0,MEXICO
AZERBAIJAN,2021-07-01,0,MEXICO
BANGLADESH,2021-07-01,66,MEXICO
CHINA,2021-07-01,0,MEXICO
SOUTH KOREA,2021-07-01,0,MEXICO
PHILIPPINES,2021-07-01,0,MEXICO
GEORGIA,2021-07-01,0,MEXICO
INDIA,2021-07-01,30,MEXICO
IRAQ,2021-07-01,0,MEXICO
IRAN,2021-07-01,0,MEXICO
ISRAEL,2021-07-01,3,MEXICO
JAPAN,2021-07-01,0,MEXICO
JORDAN,2021-07-01,0,MEXICO
KAZAKHSTAN,2021-07-01,0,MEXICO
KYRGYZSTAN,2021-07-01,0,MEXICO
LAOS,2021-07-01,0,MEXICO
LEBANON,2021-07-01,0,MEXICO
NEPAL,2021-07-01,31,MEXICO
PAKISTAN,2021-07-01,2,MEXICO
PALESTINIAN TERRITORIES,2021-07-01,0,MEXICO
SYRIA,2021-07-01,0,MEXICO
SRI LANKA,2021-07-01,0,MEXICO
TAJIKISTAN,2021-07-01,0,MEXICO
TURKEY,2021-07-01,7,MEXICO
UZBEKISTAN,2021-07-01,5,MEXICO
VIETNAM,2021-07-01,0,MEXICO
YEMEN,2021-07-01,0,MEXICO
NA,2021-07-01,2,MEXICO
AUSTRALIA,2021-07-01,1,MEXICO
OTHER,2021-07-01,0,MEXICO
NEW ZEALAND,2021-07-01,1,MEXICO
ANGOLA,2021-07-01,7,MEXICO
ALGERIA,2021-07-01,1,MEXICO
BENIN,2021-07-01,1,MEXICO
BURKINA FASO,2021-07-01,5,MEXICO
CAMEROON,2021-07-01,15,MEXICO
CENTRAL AFRICAN REPUBLIC,2021-07-01,0,MEXICO
CHAD,2021-07-01,1,MEXICO
CONGO - KINSHASA,2021-07-01,7,MEXICO
CÔTE D’IVOIRE,2021-07-01,2,MEXICO
EGYPT,2021-07-01,2,MEXICO
ERITREA,2021-07-01,12,MEXICO
ETHIOPIA,2021-07-01,1,MEXICO
GAMBIA,2021-07-01,1,MEXICO
GHANA,2021-07-01,22,MEXICO
GUINEA,2021-07-01,5,MEXICO
GUINEA-BISSAU,2021-07-01,0,MEXICO
EQUATORIAL GUINEA,2021-07-01,0,MEXICO
KENYA,2021-07-01,0,MEXICO
LIBERIA,2021-07-01,0,MEXICO
LIBYA,2021-07-01,0,MEXICO
MADAGASCAR,2021-07-01,0,MEXICO
MALI,2021-07-01,1,MEXICO
MOROCCO,2021-07-01,0,MEXICO
MAURITANIA,2021-07-01,5,MEXICO
NIGER,2021-07-01,0,MEXICO
NIGERIA,2021-07-01,9,MEXICO
SENEGAL,2021-07-01,65,MEXICO
SIERRA LEONE,2021-07-01,0,MEXICO
SOMALIA,2021-07-01,1,MEXICO
SOUTH AFRICA,2021-07-01,0,MEXICO
SUDAN,2021-07-01,3,MEXICO
TOGO,2021-07-01,3,MEXICO
TUNISIA,2021-07-01,0,MEXICO
UGANDA,2021-07-01,0,MEXICO
ZIMBABWE,2021-07-01,0,MEXICO
STATELESS,2021-07-01,0,MEXICO
CANADA,2021-06-01,8,MEXICO
UNITED STATES,2021-06-01,111,MEXICO
BELIZE,2021-06-01,31,MEXICO
COSTA RICA,2021-06-01,2,MEXICO
EL SALVADOR,2021-06-01,1646,MEXICO
GUATEMALA,2021-06-01,6050,MEXICO
HONDURAS,2021-06-01,8303,MEXICO
NICARAGUA,2021-06-01,1140,MEXICO
PANAMA,2021-06-01,5,MEXICO
ARUBA,2021-06-01,0,MEXICO
BAHAMAS,2021-06-01,0,MEXICO
CUBA,2021-06-01,648,MEXICO
DOMINICAN REPUBLIC,2021-06-01,20,MEXICO
HAITI,2021-06-01,1305,MEXICO
JAMAICA,2021-06-01,7,MEXICO
TRINIDAD & TOBAGO,2021-06-01,0,MEXICO
ARGENTINA,2021-06-01,17,MEXICO
BOLIVIA,2021-06-01,1,MEXICO
BRAZIL,2021-06-01,239,MEXICO
CHILE,2021-06-01,93,MEXICO
COLOMBIA,2021-06-01,97,MEXICO
ECUADOR,2021-06-01,76,MEXICO
FRENCH GUIANA,2021-06-01,0,MEXICO
GUYANA,2021-06-01,0,MEXICO
PARAGUAY,2021-06-01,0,MEXICO
PERU,2021-06-01,14,MEXICO
SURINAME,2021-06-01,0,MEXICO
URUGUAY,2021-06-01,2,MEXICO
VENEZUELA,2021-06-01,247,MEXICO
ALBANIA,2021-06-01,0,MEXICO
GERMANY,2021-06-01,2,MEXICO
ANDORRA,2021-06-01,0,MEXICO
BELGIUM,2021-06-01,0,MEXICO
BELARUS,2021-06-01,9,MEXICO
CZECHIA,2021-06-01,1,MEXICO
CROATIA,2021-06-01,0,MEXICO
DENMARK,2021-06-01,0,MEXICO
SLOVENIA,2021-06-01,0,MEXICO
SPAIN,2021-06-01,2,MEXICO
ESTONIA,2021-06-01,0,MEXICO
FINLAND,2021-06-01,0,MEXICO
FRANCE,2021-06-01,6,MEXICO
GREECE,2021-06-01,0,MEXICO
HUNGARY,2021-06-01,0,MEXICO
IRELAND,2021-06-01,0,MEXICO
ITALY,2021-06-01,1,MEXICO
LATVIA,2021-06-01,0,MEXICO
LITHUANIA,2021-06-01,1,MEXICO
MOLDOVA,2021-06-01,0,MEXICO
NORWAY,2021-06-01,0,MEXICO
NETHERLANDS,2021-06-01,1,MEXICO
POLAND,2021-06-01,0,MEXICO
PORTUGAL,2021-06-01,1,MEXICO
UNITED KINGDOM,2021-06-01,3,MEXICO
ROMANIA,2021-06-01,0,MEXICO
RUSSIA,2021-06-01,83,MEXICO
SERBIA,2021-06-01,0,MEXICO
SWEDEN,2021-06-01,0,MEXICO
SWITZERLAND,2021-06-01,0,MEXICO
UKRAINE,2021-06-01,20,MEXICO
AFGHANISTAN,2021-06-01,3,MEXICO
SAUDI ARABIA,2021-06-01,0,MEXICO
ARMENIA,2021-06-01,0,MEXICO
AZERBAIJAN,2021-06-01,0,MEXICO
BANGLADESH,2021-06-01,18,MEXICO
CHINA,2021-06-01,4,MEXICO
SOUTH KOREA,2021-06-01,0,MEXICO
PHILIPPINES,2021-06-01,0,MEXICO
GEORGIA,2021-06-01,0,MEXICO
INDIA,2021-06-01,13,MEXICO
IRAQ,2021-06-01,0,MEXICO
IRAN,2021-06-01,2,MEXICO
ISRAEL,2021-06-01,0,MEXICO
JAPAN,2021-06-01,0,MEXICO
JORDAN,2021-06-01,0,MEXICO
KAZAKHSTAN,2021-06-01,5,MEXICO
KYRGYZSTAN,2021-06-01,0,MEXICO
LAOS,2021-06-01,0,MEXICO
LEBANON,2021-06-01,0,MEXICO
NEPAL,2021-06-01,16,MEXICO
PAKISTAN,2021-06-01,3,MEXICO
PALESTINIAN TERRITORIES,2021-06-01,1,MEXICO
SYRIA,2021-06-01,0,MEXICO
SRI LANKA,2021-06-01,0,MEXICO
TAJIKISTAN,2021-06-01,0,MEXICO
TURKEY,2021-06-01,10,MEXICO
UZBEKISTAN,2021-06-01,2,MEXICO
VIETNAM,2021-06-01,0,MEXICO
YEMEN,2021-06-01,5,MEXICO
NA,2021-06-01,1,MEXICO
AUSTRALIA,2021-06-01,1,MEXICO
OTHER,2021-06-01,0,MEXICO
NEW ZEALAND,2021-06-01,0,MEXICO
ANGOLA,2021-06-01,1,MEXICO
ALGERIA,2021-06-01,0,MEXICO
BENIN,2021-06-01,0,MEXICO
BURKINA FASO,2021-06-01,6,MEXICO
CAMEROON,2021-06-01,3,MEXICO
CENTRAL AFRICAN REPUBLIC,2021-06-01,0,MEXICO
CHAD,2021-06-01,0,MEXICO
CONGO - KINSHASA,2021-06-01,9,MEXICO
CÔTE D’IVOIRE,2021-06-01,3,MEXICO
EGYPT,2021-06-01,1,MEXICO
ERITREA,2021-06-01,2,MEXICO
ETHIOPIA,2021-06-01,0,MEXICO
GAMBIA,2021-06-01,4,MEXICO
GHANA,2021-06-01,24,MEXICO
GUINEA,2021-06-01,2,MEXICO
GUINEA-BISSAU,2021-06-01,8,MEXICO
EQUATORIAL GUINEA,2021-06-01,0,MEXICO
KENYA,2021-06-01,1,MEXICO
LIBERIA,2021-06-01,0,MEXICO
LIBYA,2021-06-01,0,MEXICO
MADAGASCAR,2021-06-01,0,MEXICO
MALI,2021-06-01,0,MEXICO
MOROCCO,2021-06-01,3,MEXICO
MAURITANIA,2021-06-01,6,MEXICO
NIGER,2021-06-01,0,MEXICO
NIGERIA,2021-06-01,1,MEXICO
SENEGAL,2021-06-01,86,MEXICO
SIERRA LEONE,2021-06-01,6,MEXICO
SOMALIA,2021-06-01,7,MEXICO
SOUTH AFRICA,2021-06-01,1,MEXICO
SUDAN,2021-06-01,0,MEXICO
TOGO,2021-06-01,6,MEXICO
TUNISIA,2021-06-01,0,MEXICO
UGANDA,2021-06-01,0,MEXICO
ZIMBABWE,2021-06-01,0,MEXICO
STATELESS,2021-06-01,0,MEXICO
CANADA,2021-05-01,5,MEXICO
UNITED STATES,2021-05-01,138,MEXICO
BELIZE,2021-05-01,8,MEXICO
COSTA RICA,2021-05-01,11,MEXICO
EL SALVADOR,2021-05-01,1748,MEXICO
GUATEMALA,2021-05-01,6573,MEXICO
HONDURAS,2021-05-01,9125,MEXICO
NICARAGUA,2021-05-01,684,MEXICO
PANAMA,2021-05-01,6,MEXICO
ARUBA,2021-05-01,0,MEXICO
BAHAMAS,2021-05-01,0,MEXICO
CUBA,2021-05-01,362,MEXICO
DOMINICAN REPUBLIC,2021-05-01,6,MEXICO
HAITI,2021-05-01,368,MEXICO
JAMAICA,2021-05-01,0,MEXICO
TRINIDAD & TOBAGO,2021-05-01,0,MEXICO
ARGENTINA,2021-05-01,27,MEXICO
BOLIVIA,2021-05-01,0,MEXICO
BRAZIL,2021-05-01,325,MEXICO
CHILE,2021-05-01,41,MEXICO
COLOMBIA,2021-05-01,65,MEXICO
ECUADOR,2021-05-01,85,MEXICO
FRENCH GUIANA,2021-05-01,0,MEXICO
GUYANA,2021-05-01,0,MEXICO
PARAGUAY,2021-05-01,1,MEXICO
PERU,2021-05-01,4,MEXICO
SURINAME,2021-05-01,0,MEXICO
URUGUAY,2021-05-01,5,MEXICO
VENEZUELA,2021-05-01,224,MEXICO
ALBANIA,2021-05-01,0,MEXICO
GERMANY,2021-05-01,1,MEXICO
ANDORRA,2021-05-01,0,MEXICO
BELGIUM,2021-05-01,2,MEXICO
BELARUS,2021-05-01,0,MEXICO
CZECHIA,2021-05-01,1,MEXICO
CROATIA,2021-05-01,1,MEXICO
DENMARK,2021-05-01,2,MEXICO
SLOVENIA,2021-05-01,0,MEXICO
SPAIN,2021-05-01,6,MEXICO
ESTONIA,2021-05-01,0,MEXICO
FINLAND,2021-05-01,0,MEXICO
FRANCE,2021-05-01,6,MEXICO
GREECE,2021-05-01,0,MEXICO
HUNGARY,2021-05-01,0,MEXICO
IRELAND,2021-05-01,0,MEXICO
ITALY,2021-05-01,7,MEXICO
LATVIA,2021-05-01,1,MEXICO
LITHUANIA,2021-05-01,1,MEXICO
MOLDOVA,2021-05-01,0,MEXICO
NORWAY,2021-05-01,0,MEXICO
NETHERLANDS,2021-05-01,1,MEXICO
POLAND,2021-05-01,0,MEXICO
PORTUGAL,2021-05-01,0,MEXICO
UNITED KINGDOM,2021-05-01,3,MEXICO
ROMANIA,2021-05-01,4,MEXICO
RUSSIA,2021-05-01,47,MEXICO
SERBIA,2021-05-01,0,MEXICO
SWEDEN,2021-05-01,1,MEXICO
SWITZERLAND,2021-05-01,0,MEXICO
UKRAINE,2021-05-01,2,MEXICO
AFGHANISTAN,2021-05-01,0,MEXICO
SAUDI ARABIA,2021-05-01,0,MEXICO
ARMENIA,2021-05-01,7,MEXICO
AZERBAIJAN,2021-05-01,0,MEXICO
BANGLADESH,2021-05-01,14,MEXICO
CHINA,2021-05-01,0,MEXICO
SOUTH KOREA,2021-05-01,0,MEXICO
PHILIPPINES,2021-05-01,0,MEXICO
GEORGIA,2021-05-01,0,MEXICO
INDIA,2021-05-01,13,MEXICO
IRAQ,2021-05-01,0,MEXICO
IRAN,2021-05-01,0,MEXICO
ISRAEL,2021-05-01,1,MEXICO
JAPAN,2021-05-01,1,MEXICO
JORDAN,2021-05-01,1,MEXICO
KAZAKHSTAN,2021-05-01,0,MEXICO
KYRGYZSTAN,2021-05-01,0,MEXICO
LAOS,2021-05-01,0,MEXICO
LEBANON,2021-05-01,0,MEXICO
NEPAL,2021-05-01,19,MEXICO
PAKISTAN,2021-05-01,3,MEXICO
PALESTINIAN TERRITORIES,2021-05-01,0,MEXICO
SYRIA,2021-05-01,0,MEXICO
SRI LANKA,2021-05-01,0,MEXICO
TAJIKISTAN,2021-05-01,0,MEXICO
TURKEY,2021-05-01,1,MEXICO
UZBEKISTAN,2021-05-01,0,MEXICO
VIETNAM,2021-05-01,0,MEXICO
YEMEN,2021-05-01,5,MEXICO
NA,2021-05-01,0,MEXICO
AUSTRALIA,2021-05-01,0,MEXICO
OTHER,2021-05-01,0,MEXICO
NEW ZEALAND,2021-05-01,0,MEXICO
ANGOLA,2021-05-01,0,MEXICO
ALGERIA,2021-05-01,1,MEXICO
BENIN,2021-05-01,0,MEXICO
BURKINA FASO,2021-05-01,1,MEXICO
CAMEROON,2021-05-01,1,MEXICO
CENTRAL AFRICAN REPUBLIC,2021-05-01,0,MEXICO
CHAD,2021-05-01,0,MEXICO
CONGO - KINSHASA,2021-05-01,15,MEXICO
CÔTE D’IVOIRE,2021-05-01,1,MEXICO
EGYPT,2021-05-01,0,MEXICO
ERITREA,2021-05-01,12,MEXICO
ETHIOPIA,2021-05-01,0,MEXICO
GAMBIA,2021-05-01,0,MEXICO
GHANA,2021-05-01,13,MEXICO
GUINEA,2021-05-01,7,MEXICO
GUINEA-BISSAU,2021-05-01,0,MEXICO
EQUATORIAL GUINEA,2021-05-01,0,MEXICO
KENYA,2021-05-01,0,MEXICO
LIBERIA,2021-05-01,0,MEXICO
LIBYA,2021-05-01,0,MEXICO
MADAGASCAR,2021-05-01,0,MEXICO
MALI,2021-05-01,1,MEXICO
MOROCCO,2021-05-01,0,MEXICO
MAURITANIA,2021-05-01,4,MEXICO
NIGER,2021-05-01,0,MEXICO
NIGERIA,2021-05-01,4,MEXICO
SENEGAL,2021-05-01,29,MEXICO
SIERRA LEONE,2021-05-01,2,MEXICO
SOMALIA,2021-05-01,0,MEXICO
SOUTH AFRICA,2021-05-01,0,MEXICO
SUDAN,2021-05-01,0,MEXICO
TOGO,2021-05-01,5,MEXICO
TUNISIA,2021-05-01,0,MEXICO
UGANDA,2021-05-01,0,MEXICO
ZIMBABWE,2021-05-01,0,MEXICO
STATELESS,2021-05-01,1,MEXICO
CANADA,2021-04-01,1,MEXICO
UNITED STATES,2021-04-01,99,MEXICO
BELIZE,2021-04-01,12,MEXICO
COSTA RICA,2021-04-01,9,MEXICO
EL SALVADOR,2021-04-01,2229,MEXICO
GUATEMALA,2021-04-01,6216,MEXICO
HONDURAS,2021-04-01,12993,MEXICO
NICARAGUA,2021-04-01,552,MEXICO
PANAMA,2021-04-01,1,MEXICO
ARUBA,2021-04-01,0,MEXICO
BAHAMAS,2021-04-01,0,MEXICO
CUBA,2021-04-01,203,MEXICO
DOMINICAN REPUBLIC,2021-04-01,15,MEXICO
HAITI,2021-04-01,88,MEXICO
JAMAICA,2021-04-01,0,MEXICO
TRINIDAD & TOBAGO,2021-04-01,0,MEXICO
ARGENTINA,2021-04-01,14,MEXICO
BOLIVIA,2021-04-01,0,MEXICO
BRAZIL,2021-04-01,79,MEXICO
CHILE,2021-04-01,22,MEXICO
COLOMBIA,2021-04-01,44,MEXICO
ECUADOR,2021-04-01,60,MEXICO
FRENCH GUIANA,2021-04-01,0,MEXICO
GUYANA,2021-04-01,0,MEXICO
PARAGUAY,2021-04-01,0,MEXICO
PERU,2021-04-01,10,MEXICO
SURINAME,2021-04-01,0,MEXICO
URUGUAY,2021-04-01,0,MEXICO
VENEZUELA,2021-04-01,54,MEXICO
ALBANIA,2021-04-01,0,MEXICO
GERMANY,2021-04-01,1,MEXICO
ANDORRA,2021-04-01,0,MEXICO
BELGIUM,2021-04-01,1,MEXICO
BELARUS,2021-04-01,0,MEXICO
CZECHIA,2021-04-01,1,MEXICO
CROATIA,2021-04-01,0,MEXICO
DENMARK,2021-04-01,0,MEXICO
SLOVENIA,2021-04-01,0,MEXICO
SPAIN,2021-04-01,5,MEXICO
ESTONIA,2021-04-01,0,MEXICO
FINLAND,2021-04-01,1,MEXICO
FRANCE,2021-04-01,1,MEXICO
GREECE,2021-04-01,0,MEXICO
HUNGARY,2021-04-01,0,MEXICO
IRELAND,2021-04-01,0,MEXICO
ITALY,2021-04-01,0,MEXICO
LATVIA,2021-04-01,0,MEXICO
LITHUANIA,2021-04-01,0,MEXICO
MOLDOVA,2021-04-01,0,MEXICO
NORWAY,2021-04-01,0,MEXICO
NETHERLANDS,2021-04-01,2,MEXICO
POLAND,2021-04-01,0,MEXICO
PORTUGAL,2021-04-01,1,MEXICO
UNITED KINGDOM,2021-04-01,5,MEXICO
ROMANIA,2021-04-01,4,MEXICO
RUSSIA,2021-04-01,1,MEXICO
SERBIA,2021-04-01,0,MEXICO
SWEDEN,2021-04-01,0,MEXICO
SWITZERLAND,2021-04-01,1,MEXICO
UKRAINE,2021-04-01,1,MEXICO
AFGHANISTAN,2021-04-01,4,MEXICO
SAUDI ARABIA,2021-04-01,0,MEXICO
ARMENIA,2021-04-01,0,MEXICO
AZERBAIJAN,2021-04-01,0,MEXICO
BANGLADESH,2021-04-01,38,MEXICO
CHINA,2021-04-01,0,MEXICO
SOUTH KOREA,2021-04-01,0,MEXICO
PHILIPPINES,2021-04-01,0,MEXICO
GEORGIA,2021-04-01,0,MEXICO
INDIA,2021-04-01,14,MEXICO
IRAQ,2021-04-01,2,MEXICO
IRAN,2021-04-01,0,MEXICO
ISRAEL,2021-04-01,3,MEXICO
JAPAN,2021-04-01,0,MEXICO
JORDAN,2021-04-01,0,MEXICO
KAZAKHSTAN,2021-04-01,0,MEXICO
KYRGYZSTAN,2021-04-01,0,MEXICO
LAOS,2021-04-01,0,MEXICO
LEBANON,2021-04-01,0,MEXICO
NEPAL,2021-04-01,6,MEXICO
PAKISTAN,2021-04-01,1,MEXICO
PALESTINIAN TERRITORIES,2021-04-01,1,MEXICO
SYRIA,2021-04-01,0,MEXICO
SRI LANKA,2021-04-01,3,MEXICO
TAJIKISTAN,2021-04-01,0,MEXICO
TURKEY,2021-04-01,1,MEXICO
UZBEKISTAN,2021-04-01,0,MEXICO
VIETNAM,2021-04-01,0,MEXICO
YEMEN,2021-04-01,2,MEXICO
NA,2021-04-01,0,MEXICO
AUSTRALIA,2021-04-01,0,MEXICO
OTHER,2021-04-01,0,MEXICO
NEW ZEALAND,2021-04-01,0,MEXICO
ANGOLA,2021-04-01,0,MEXICO
ALGERIA,2021-04-01,0,MEXICO
BENIN,2021-04-01,0,MEXICO
BURKINA FASO,2021-04-01,12,MEXICO
CAMEROON,2021-04-01,1,MEXICO
CENTRAL AFRICAN REPUBLIC,2021-04-01,0,MEXICO
CHAD,2021-04-01,0,MEXICO
CONGO - KINSHASA,2021-04-01,0,MEXICO
CÔTE D’IVOIRE,2021-04-01,1,MEXICO
EGYPT,2021-04-01,0,MEXICO
ERITREA,2021-04-01,0,MEXICO
ETHIOPIA,2021-04-01,0,MEXICO
GAMBIA,2021-04-01,0,MEXICO
GHANA,2021-04-01,4,MEXICO
GUINEA,2021-04-01,2,MEXICO
GUINEA-BISSAU,2021-04-01,0,MEXICO
EQUATORIAL GUINEA,2021-04-01,0,MEXICO
KENYA,2021-04-01,1,MEXICO
