citizenship,date,encounter_count,country_of_entry
MONTENEGRO,2022-01-01,0,MEXICO
NORWAY,2022-01-01,0,MEXICO
NETHERLANDS,2022-01-01,2,MEXICO
POLAND,2022-01-01,2,MEXICO
PORTUGAL,2022-01-01,2,MEXICO
UNITED KINGDOM,2022-01-01,15,MEXICO
ROMANIA,2022-01-01,23,MEXICO
RUSSIA,2022-01-01,17,MEXICO
SERBIA,2022-01-01,1,MEXICO
SWEDEN,2022-01-01,0,MEXICO
SWITZERLAND,2022-01-01,1,MEXICO
UKRAINE,2022-01-01,5,MEXICO
AFGHANISTAN,2022-01-01,5,MEXICO
SAUDI ARABIA,2022-01-01,0,MEXICO
ARMENIA,2022-01-01,7,MEXICO
AZERBAIJAN,2022-01-01,0,MEXICO
BANGLADESH,2022-01-01,85,MEXICO
CHINA,2022-01-01,36,MEXICO
SOUTH KOREA,2022-01-01,0,MEXICO
PHILIPPINES,2022-01-01,0,MEXICO
GEORGIA,2022-01-01,26,MEXICO
HONG KONG SAR CHINA,2022-01-01,0,MEXICO
INDIA,2022-01-01,106,MEXICO
INDONESIA,2022-01-01,0,MEXICO
IRAQ,2022-01-01,0,MEXICO
IRAN,2022-01-01,3,MEXICO
ISRAEL,2022-01-01,2,MEXICO
JAPAN,2022-01-01,0,MEXICO
JORDAN,2022-01-01,0,MEXICO
KAZAKHSTAN,2022-01-01,26,MEXICO
KYRGYZSTAN,2022-01-01,4,MEXICO
LEBANON,2022-01-01,0,MEXICO
MALAYSIA,2022-01-01,1,MEXICO
NEPAL,2022-01-01,19,MEXICO
PAKISTAN,2022-01-01,3,MEXICO
PALESTINIAN TERRITORIES,2022-01-01,9,MEXICO
SYRIA,2022-01-01,0,MEXICO
SRI LANKA,2022-01-01,2,MEXICO
THAILAND,2022-01-01,0,MEXICO
TAIWAN,2022-01-01,0,MEXICO
TAJIKISTAN,2022-01-01,0,MEXICO
TURKEY,2022-01-01,4,MEXICO
UZBEKISTAN,2022-01-01,81,MEXICO
VIETNAM,2022-01-01,0,MEXICO
YEMEN,2022-01-01,0,MEXICO
NA,2022-01-01,2,MEXICO
AUSTRALIA,2022-01-01,1,MEXICO
NEW ZEALAND,2022-01-01,0,MEXICO
PAPUA NEW GUINEA,2022-01-01,0,MEXICO
VANUATU,2022-01-01,1,MEXICO
ANGOLA,2022-01-01,35,MEXICO
ALGERIA,2022-01-01,0,MEXICO
BENIN,2022-01-01,0,MEXICO
BURKINA FASO,2022-01-01,4,MEXICO
BURUNDI,2022-01-01,0,MEXICO
CAPE VERDE,2022-01-01,0,MEXICO
CAMEROON,2022-01-01,7,MEXICO
CENTRAL AFRICAN REPUBLIC,2022-01-01,0,MEXICO
CHAD,2022-01-01,0,MEXICO
CONGO - KINSHASA,2022-01-01,9,MEXICO
CÔTE D’IVOIRE,2022-01-01,3,MEXICO
EGYPT,2022-01-01,0,MEXICO
ERITREA,2022-01-01,1,MEXICO
ETHIOPIA,2022-01-01,10,MEXICO
GAMBIA,2022-01-01,0,MEXICO
GHANA,2022-01-01,24,MEXICO
GUINEA,2022-01-01,15,MEXICO
GUINEA-BISSAU,2022-01-01,1,MEXICO
EQUATORIAL GUINEA,2022-01-01,2,MEXICO
KENYA,2022-01-01,1,MEXICO
LIBERIA,2022-01-01,0,MEXICO
LIBYA,2022-01-01,0,MEXICO
MALAWI,2022-01-01,0,MEXICO
MALI,2022-01-01,2,MEXICO
MOROCCO,2022-01-01,0,MEXICO
MAURITANIA,2022-01-01,0,MEXICO
MOZAMBIQUE,2022-01-01,0,MEXICO
NAMIBIA,2022-01-01,0,MEXICO
NIGERIA,2022-01-01,8,MEXICO
RWANDA,2022-01-01,0,MEXICO
SÃO TOMÉ & PRÍNCIPE,2022-01-01,0,MEXICO
SENEGAL,2022-01-01,118,MEXICO
SIERRA LEONE,2022-01-01,5,MEXICO
SOMALIA,2022-01-01,26,MEXICO
SOUTH AFRICA,2022-01-01,1,MEXICO
SUDAN,2022-01-01,4,MEXICO
TANZANIA,2022-01-01,0,MEXICO
TOGO,2022-01-01,10,MEXICO
TUNISIA,2022-01-01,0,MEXICO
UGANDA,2022-01-01,0,MEXICO
ZAMBIA,2022-01-01,0,MEXICO
ZIMBABWE,2022-01-01,0,MEXICO
STATELESS,2022-01-01,2,MEXICO
CANADA,2021-12-01,2,MEXICO
UNITED STATES,2021-12-01,73,MEXICO
BELIZE,2021-12-01,11,MEXICO
COSTA RICA,2021-12-01,2,MEXICO
EL SALVADOR,2021-12-01,1170,MEXICO
GUATEMALA,2021-12-01,3625,MEXICO
HONDURAS,2021-12-01,4900,MEXICO
NICARAGUA,2021-12-01,1686,MEXICO
PANAMA,2021-12-01,13,MEXICO
ARUBA,2021-12-01,1,MEXICO
BAHAMAS,2021-12-01,0,MEXICO
CUBA,2021-12-01,827,MEXICO
DOMINICAN REPUBLIC,2021-12-01,37,MEXICO
HAITI,2021-12-01,453,MEXICO
JAMAICA,2021-12-01,19,MEXICO
TRINIDAD & TOBAGO,2021-12-01,0,MEXICO
ARGENTINA,2021-12-01,2,MEXICO
BOLIVIA,2021-12-01,2,MEXICO
BRAZIL,2021-12-01,3674,MEXICO
CHILE,2021-12-01,59,MEXICO
COLOMBIA,2021-12-01,159,MEXICO
ECUADOR,2021-12-01,121,MEXICO
FRENCH GUIANA,2021-12-01,1,MEXICO
GUYANA,2021-12-01,0,MEXICO
PARAGUAY,2021-12-01,0,MEXICO
PERU,2021-12-01,48,MEXICO
SURINAME,2021-12-01,1,MEXICO
URUGUAY,2021-12-01,4,MEXICO
VENEZUELA,2021-12-01,632,MEXICO
ALBANIA,2021-12-01,0,MEXICO
GERMANY,2021-12-01,0,MEXICO
ANDORRA,2021-12-01,0,MEXICO
BELGIUM,2021-12-01,0,MEXICO
BELARUS,2021-12-01,17,MEXICO
CZECHIA,2021-12-01,0,MEXICO
CROATIA,2021-12-01,0,MEXICO
DENMARK,2021-12-01,0,MEXICO
SLOVENIA,2021-12-01,0,MEXICO
SPAIN,2021-12-01,3,MEXICO
ESTONIA,2021-12-01,0,MEXICO
FINLAND,2021-12-01,0,MEXICO
FRANCE,2021-12-01,2,MEXICO
GREECE,2021-12-01,0,MEXICO
HUNGARY,2021-12-01,0,MEXICO
IRELAND,2021-12-01,0,MEXICO
ITALY,2021-12-01,0,MEXICO
LATVIA,2021-12-01,1,MEXICO
LITHUANIA,2021-12-01,0,MEXICO
MOLDOVA,2021-12-01,5,MEXICO
NORWAY,2021-12-01,0,MEXICO
NETHERLANDS,2021-12-01,1,MEXICO
POLAND,2021-12-01,0,MEXICO
PORTUGAL,2021-12-01,1,MEXICO
UNITED KINGDOM,2021-12-01,1,MEXICO
ROMANIA,2021-12-01,17,MEXICO
RUSSIA,2021-12-01,142,MEXICO
SERBIA,2021-12-01,1,MEXICO
SWEDEN,2021-12-01,0,MEXICO
SWITZERLAND,2021-12-01,2,MEXICO
UKRAINE,2021-12-01,47,MEXICO
AFGHANISTAN,2021-12-01,0,MEXICO
SAUDI ARABIA,2021-12-01,0,MEXICO
ARMENIA,2021-12-01,0,MEXICO
AZERBAIJAN,2021-12-01,5,MEXICO
BANGLADESH,2021-12-01,101,MEXICO
CHINA,2021-12-01,10,MEXICO
SOUTH KOREA,2021-12-01,0,MEXICO
PHILIPPINES,2021-12-01,0,MEXICO
GEORGIA,2021-12-01,29,MEXICO
INDIA,2021-12-01,80,MEXICO
IRAQ,2021-12-01,1,MEXICO
IRAN,2021-12-01,2,MEXICO
ISRAEL,2021-12-01,0,MEXICO
JAPAN,2021-12-01,0,MEXICO
JORDAN,2021-12-01,0,MEXICO
KAZAKHSTAN,2021-12-01,8,MEXICO
KYRGYZSTAN,2021-12-01,0,MEXICO
LAOS,2021-12-01,0,MEXICO
LEBANON,2021-12-01,0,MEXICO
NEPAL,2021-12-01,28,MEXICO
PAKISTAN,2021-12-01,10,MEXICO
PALESTINIAN TERRITORIES,2021-12-01,0,MEXICO
SYRIA,2021-12-01,8,MEXICO
SRI LANKA,2021-12-01,0,MEXICO
TAJIKISTAN,2021-12-01,0,MEXICO
TURKEY,2021-12-01,7,MEXICO
UZBEKISTAN,2021-12-01,79,MEXICO
VIETNAM,2021-12-01,0,MEXICO
YEMEN,2021-12-01,0,MEXICO
NA,2021-12-01,1,MEXICO
AUSTRALIA,2021-12-01,1,MEXICO
OTHER,2021-12-01,0,MEXICO
NEW ZEALAND,2021-12-01,0,MEXICO
ANGOLA,2021-12-01,1,MEXICO
ALGERIA,2021-12-01,0,MEXICO
BENIN,2021-12-01,0,MEXICO
BURKINA FASO,2021-12-01,1,MEXICO
CAMEROON,2021-12-01,8,MEXICO
CENTRAL AFRICAN REPUBLIC,2021-12-01,0,MEXICO
CHAD,2021-12-01,0,MEXICO
CONGO - KINSHASA,2021-12-01,18,MEXICO
CÔTE D’IVOIRE,2021-12-01,0,MEXICO
EGYPT,2021-12-01,5,MEXICO
ERITREA,2021-12-01,12,MEXICO
ETHIOPIA,2021-12-01,7,MEXICO
GAMBIA,2021-12-01,0,MEXICO
GHANA,2021-12-01,28,MEXICO
GUINEA,2021-12-01,3,MEXICO
GUINEA-BISSAU,2021-12-01,0,MEXICO
EQUATORIAL GUINEA,2021-12-01,2,MEXICO
KENYA,2021-12-01,0,MEXICO
LIBERIA,2021-12-01,0,MEXICO
LIBYA,2021-12-01,1,MEXICO
MADAGASCAR,2021-12-01,0,MEXICO
MALI,2021-12-01,4,MEXICO
MOROCCO,2021-12-01,0,MEXICO
MAURITANIA,2021-12-01,1,MEXICO
NIGER,2021-12-01,0,MEXICO
NIGERIA,2021-12-01,3,MEXICO
SENEGAL,2021-12-01,47,MEXICO
SIERRA LEONE,2021-12-01,23,MEXICO
SOMALIA,2021-12-01,7,MEXICO
SOUTH AFRICA,2021-12-01,0,MEXICO
SUDAN,2021-12-01,0,MEXICO
TOGO,2021-12-01,4,MEXICO
TUNISIA,2021-12-01,0,MEXICO
UGANDA,2021-12-01,0,MEXICO
ZIMBABWE,2021-12-01,0,MEXICO
STATELESS,2021-12-01,0,MEXICO
CANADA,2021-11-01,9,MEXICO
UNITED STATES,2021-11-01,113,MEXICO
BELIZE,2021-11-01,28,MEXICO
COSTA RICA,2021-11-01,10,MEXICO
EL SALVADOR,2021-11-01,1558,MEXICO
GUATEMALA,2021-11-01,5947,MEXICO
HONDURAS,2021-11-01,10587,MEXICO
NICARAGUA,2021-11-01,2295,MEXICO
PANAMA,2021-11-01,27,MEXICO
ARUBA,2021-11-01,0,MEXICO
BAHAMAS,2021-11-01,0,MEXICO
CUBA,2021-11-01,1036,MEXICO
DOMINICAN REPUBLIC,2021-11-01,86,MEXICO
HAITI,2021-11-01,841,MEXICO
JAMAICA,2021-11-01,18,MEXICO
TRINIDAD & TOBAGO,2021-11-01,1,MEXICO
ARGENTINA,2021-11-01,26,MEXICO
BOLIVIA,2021-11-01,8,MEXICO
BRAZIL,2021-11-01,4243,MEXICO
CHILE,2021-11-01,97,MEXICO
COLOMBIA,2021-11-01,169,MEXICO
ECUADOR,2021-11-01,202,MEXICO
FRENCH GUIANA,2021-11-01,1,MEXICO
GUYANA,2021-11-01,2,MEXICO
PARAGUAY,2021-11-01,0,MEXICO
PERU,2021-11-01,45,MEXICO
SURINAME,2021-11-01,0,MEXICO
URUGUAY,2021-11-01,25,MEXICO
VENEZUELA,2021-11-01,1347,MEXICO
ALBANIA,2021-11-01,0,MEXICO
GERMANY,2021-11-01,2,MEXICO
ANDORRA,2021-11-01,0,MEXICO
BELGIUM,2021-11-01,0,MEXICO
BELARUS,2021-11-01,3,MEXICO
CZECHIA,2021-11-01,1,MEXICO
CROATIA,2021-11-01,0,MEXICO
DENMARK,2021-11-01,0,MEXICO
SLOVENIA,2021-11-01,0,MEXICO
SPAIN,2021-11-01,7,MEXICO
ESTONIA,2021-11-01,0,MEXICO
FINLAND,2021-11-01,0,MEXICO
FRANCE,2021-11-01,10,MEXICO
GREECE,2021-11-01,0,MEXICO
HUNGARY,2021-11-01,0,MEXICO
IRELAND,2021-11-01,1,MEXICO
ITALY,2021-11-01,5,MEXICO
LATVIA,2021-11-01,0,MEXICO
LITHUANIA,2021-11-01,0,MEXICO
MOLDOVA,2021-11-01,4,MEXICO
NORWAY,2021-11-01,0,MEXICO
NETHERLANDS,2021-11-01,2,MEXICO
POLAND,2021-11-01,0,MEXICO
PORTUGAL,2021-11-01,3,MEXICO
UNITED KINGDOM,2021-11-01,5,MEXICO
ROMANIA,2021-11-01,28,MEXICO
RUSSIA,2021-11-01,148,MEXICO
SERBIA,2021-11-01,0,MEXICO
SWEDEN,2021-11-01,0,MEXICO
SWITZERLAND,2021-11-01,1,MEXICO
UKRAINE,2021-11-01,13,MEXICO
AFGHANISTAN,2021-11-01,2,MEXICO
SAUDI ARABIA,2021-11-01,0,MEXICO
ARMENIA,2021-11-01,0,MEXICO
AZERBAIJAN,2021-11-01,0,MEXICO
BANGLADESH,2021-11-01,91,MEXICO
CHINA,2021-11-01,16,MEXICO
SOUTH KOREA,2021-11-01,1,MEXICO
PHILIPPINES,2021-11-01,3,MEXICO
GEORGIA,2021-11-01,6,MEXICO
INDIA,2021-11-01,29,MEXICO
IRAQ,2021-11-01,1,MEXICO
IRAN,2021-11-01,0,MEXICO
ISRAEL,2021-11-01,1,MEXICO
JAPAN,2021-11-01,2,MEXICO
JORDAN,2021-11-01,0,MEXICO
KAZAKHSTAN,2021-11-01,4,MEXICO
KYRGYZSTAN,2021-11-01,2,MEXICO
LAOS,2021-11-01,1,MEXICO
LEBANON,2021-11-01,2,MEXICO
NEPAL,2021-11-01,1,MEXICO
PAKISTAN,2021-11-01,4,MEXICO
PALESTINIAN TERRITORIES,2021-11-01,1,MEXICO
SYRIA,2021-11-01,0,MEXICO
SRI LANKA,2021-11-01,0,MEXICO
TAJIKISTAN,2021-11-01,0,MEXICO
TURKEY,2021-11-01,1,MEXICO
UZBEKISTAN,2021-11-01,8,MEXICO
VIETNAM,2021-11-01,0,MEXICO
YEMEN,2021-11-01,1,MEXICO
NA,2021-11-01,1,MEXICO
AUSTRALIA,2021-11-01,1,MEXICO
OTHER,2021-11-01,0,MEXICO
NEW ZEALAND,2021-11-01,0,MEXICO
ANGOLA,2021-11-01,61,MEXICO
ALGERIA,2021-11-01,0,MEXICO
BENIN,2021-11-01,3,MEXICO
BURKINA FASO,2021-11-01,10,MEXICO
CAMEROON,2021-11-01,24,MEXICO
CENTRAL AFRICAN REPUBLIC,2021-11-01,1,MEXICO
CHAD,2021-11-01,0,MEXICO
CONGO - KINSHASA,2021-11-01,75,MEXICO
CÔTE D’IVOIRE,2021-11-01,0,MEXICO
EGYPT,2021-11-01,0,MEXICO
ERITREA,2021-11-01,4,MEXICO
ETHIOPIA,2021-11-01,0,MEXICO
GAMBIA,2021-11-01,1,MEXICO
GHANA,2021-11-01,171,MEXICO
GUINEA,2021-11-01,23,MEXICO
GUINEA-BISSAU,2021-11-01,0,MEXICO
EQUATORIAL GUINEA,2021-11-01,0,MEXICO
KENYA,2021-11-01,0,MEXICO
LIBERIA,2021-11-01,1,MEXICO
LIBYA,2021-11-01,2,MEXICO
MADAGASCAR,2021-11-01,0,MEXICO
MALI,2021-11-01,8,MEXICO
MOROCCO,2021-11-01,0,MEXICO
MAURITANIA,2021-11-01,4,MEXICO
NIGER,2021-11-01,1,MEXICO
NIGERIA,2021-11-01,27,MEXICO
SENEGAL,2021-11-01,48,MEXICO
SIERRA LEONE,2021-11-01,21,MEXICO
SOMALIA,2021-11-01,2,MEXICO
SOUTH AFRICA,2021-11-01,0,MEXICO
SUDAN,2021-11-01,8,MEXICO
TOGO,2021-11-01,11,MEXICO
TUNISIA,2021-11-01,0,MEXICO
UGANDA,2021-11-01,0,MEXICO
ZIMBABWE,2021-11-01,0,MEXICO
STATELESS,2021-11-01,1,MEXICO
CANADA,2021-10-01,4,MEXICO
UNITED STATES,2021-10-01,87,MEXICO
BELIZE,2021-10-01,44,MEXICO
COSTA RICA,2021-10-01,12,MEXICO
EL SALVADOR,2021-10-01,3592,MEXICO
GUATEMALA,2021-10-01,10622,MEXICO
HONDURAS,2021-10-01,15028,MEXICO
NICARAGUA,2021-10-01,2173,MEXICO
PANAMA,2021-10-01,14,MEXICO
ARUBA,2021-10-01,0,MEXICO
BAHAMAS,2021-10-01,0,MEXICO
CUBA,2021-10-01,1322,MEXICO
DOMINICAN REPUBLIC,2021-10-01,39,MEXICO
HAITI,2021-10-01,1395,MEXICO
JAMAICA,2021-10-01,0,MEXICO
TRINIDAD & TOBAGO,2021-10-01,1,MEXICO
ARGENTINA,2021-10-01,21,MEXICO
BOLIVIA,2021-10-01,12,MEXICO
BRAZIL,2021-10-01,5312,MEXICO
CHILE,2021-10-01,198,MEXICO
COLOMBIA,2021-10-01,224,MEXICO
ECUADOR,2021-10-01,150,MEXICO
FRENCH GUIANA,2021-10-01,3,MEXICO
GUYANA,2021-10-01,1,MEXICO
PARAGUAY,2021-10-01,1,MEXICO
PERU,2021-10-01,51,MEXICO
SURINAME,2021-10-01,0,MEXICO
URUGUAY,2021-10-01,31,MEXICO
VENEZUELA,2021-10-01,664,MEXICO
ALBANIA,2021-10-01,1,MEXICO
GERMANY,2021-10-01,6,MEXICO
ANDORRA,2021-10-01,0,MEXICO
BELGIUM,2021-10-01,1,MEXICO
BELARUS,2021-10-01,8,MEXICO
CZECHIA,2021-10-01,2,MEXICO
CROATIA,2021-10-01,0,MEXICO
DENMARK,2021-10-01,0,MEXICO
SLOVENIA,2021-10-01,1,MEXICO
SPAIN,2021-10-01,4,MEXICO
ESTONIA,2021-10-01,0,MEXICO
FINLAND,2021-10-01,0,MEXICO
FRANCE,2021-10-01,3,MEXICO
GREECE,2021-10-01,4,MEXICO
HUNGARY,2021-10-01,1,MEXICO
IRELAND,2021-10-01,2,MEXICO
ITALY,2021-10-01,5,MEXICO
LATVIA,2021-10-01,0,MEXICO
LITHUANIA,2021-10-01,0,MEXICO
MOLDOVA,2021-10-01,0,MEXICO
NORWAY,2021-10-01,1,MEXICO
NETHERLANDS,2021-10-01,2,MEXICO
POLAND,2021-10-01,3,MEXICO
PORTUGAL,2021-10-01,0,MEXICO
UNITED KINGDOM,2021-10-01,2,MEXICO
ROMANIA,2021-10-01,9,MEXICO
RUSSIA,2021-10-01,76,MEXICO
SERBIA,2021-10-01,0,MEXICO
SWEDEN,2021-10-01,1,MEXICO
SWITZERLAND,2021-10-01,0,MEXICO
UKRAINE,2021-10-01,1,MEXICO
AFGHANISTAN,2021-10-01,6,MEXICO
SAUDI ARABIA,2021-10-01,0,MEXICO
ARMENIA,2021-10-01,5,MEXICO
AZERBAIJAN,2021-10-01,0,MEXICO
BANGLADESH,2021-10-01,73,MEXICO
CHINA,2021-10-01,13,MEXICO
SOUTH KOREA,2021-10-01,0,MEXICO
PHILIPPINES,2021-10-01,0,MEXICO
GEORGIA,2021-10-01,7,MEXICO
INDIA,2021-10-01,39,MEXICO
IRAQ,2021-10-01,1,MEXICO
IRAN,2021-10-01,8,MEXICO
ISRAEL,2021-10-01,7,MEXICO
JAPAN,2021-10-01,1,MEXICO
JORDAN,2021-10-01,0,MEXICO
KAZAKHSTAN,2021-10-01,0,MEXICO
KYRGYZSTAN,2021-10-01,0,MEXICO
LAOS,2021-10-01,0,MEXICO
LEBANON,2021-10-01,0,MEXICO
NEPAL,2021-10-01,19,MEXICO
PAKISTAN,2021-10-01,7,MEXICO
PALESTINIAN TERRITORIES,2021-10-01,0,MEXICO
SYRIA,2021-10-01,8,MEXICO
SRI LANKA,2021-10-01,3,MEXICO
TAJIKISTAN,2021-10-01,12,MEXICO
TURKEY,2021-10-01,1,MEXICO
UZBEKISTAN,2021-10-01,13,MEXICO
VIETNAM,2021-10-01,0,MEXICO
YEMEN,2021-10-01,5,MEXICO
NA,2021-10-01,2,MEXICO
AUSTRALIA,2021-10-01,2,MEXICO
OTHER,2021-10-01,0,MEXICO
NEW ZEALAND,2021-10-01,0,MEXICO
ANGOLA,2021-10-01,46,MEXICO
ALGERIA,2021-10-01,1,MEXICO
BENIN,2021-10-01,2,MEXICO
BURKINA FASO,2021-10-01,10,MEXICO
CAMEROON,2021-10-01,11,MEXICO
CENTRAL AFRICAN REPUBLIC,2021-10-01,0,MEXICO
CHAD,2021-10-01,0,MEXICO
CONGO - KINSHASA,2021-10-01,48,MEXICO
CÔTE D’IVOIRE,2021-10-01,2,MEXICO
EGYPT,2021-10-01,0,MEXICO
ERITREA,2021-10-01,34,MEXICO
ETHIOPIA,2021-10-01,1,MEXICO
GAMBIA,2021-10-01,4,MEXICO
GHANA,2021-10-01,53,MEXICO
GUINEA,2021-10-01,48,MEXICO
GUINEA-BISSAU,2021-10-01,0,MEXICO
EQUATORIAL GUINEA,2021-10-01,0,MEXICO
KENYA,2021-10-01,0,MEXICO
LIBERIA,2021-10-01,0,MEXICO
LIBYA,2021-10-01,0,MEXICO
MADAGASCAR,2021-10-01,1,MEXICO
MALI,2021-10-01,10,MEXICO
MOROCCO,2021-10-01,0,MEXICO
MAURITANIA,2021-10-01,8,MEXICO
NIGER,2021-10-01,0,MEXICO
NIGERIA,2021-10-01,12,MEXICO
SENEGAL,2021-10-01,60,MEXICO
SIERRA LEONE,2021-10-01,4,MEXICO
SOMALIA,2021-10-01,6,MEXICO
SOUTH AFRICA,2021-10-01,0,MEXICO
SUDAN,2021-10-01,0,MEXICO
TOGO,2021-10-01,4,MEXICO
TUNISIA,2021-10-01,0,MEXICO
UGANDA,2021-10-01,0,MEXICO
ZIMBABWE,2021-10-01,2,MEXICO
STATELESS,2021-10-01,0,MEXICO
CANADA,2021-09-01,6,MEXICO
UNITED STATES,2021-09-01,93,MEXICO
BELIZE,2021-09-01,18,MEXICO
COSTA RICA,2021-09-01,12,MEXICO
EL SALVADOR,2021-09-01,4325,MEXICO
GUATEMALA,2021-09-01,9611,MEXICO
HONDURAS,2021-09-01,15826,MEXICO
NICARAGUA,2021-09-01,1577,MEXICO
PANAMA,2021-09-01,27,MEXICO
ARUBA,2021-09-01,0,MEXICO
BAHAMAS,2021-09-01,1,MEXICO
CUBA,2021-09-01,980,MEXICO
DOMINICAN REPUBLIC,2021-09-01,51,MEXICO
HAITI,2021-09-01,9161,MEXICO
JAMAICA,2021-09-01,2,MEXICO
TRINIDAD & TOBAGO,2021-09-01,0,MEXICO
ARGENTINA,2021-09-01,24,MEXICO
BOLIVIA,2021-09-01,3,MEXICO
BRAZIL,2021-09-01,2066,MEXICO
CHILE,2021-09-01,1210,MEXICO
COLOMBIA,2021-09-01,176,MEXICO
ECUADOR,2021-09-01,260,MEXICO
FRENCH GUIANA,2021-09-01,7,MEXICO
GUYANA,2021-09-01,2,MEXICO
PARAGUAY,2021-09-01,0,MEXICO
PERU,2021-09-01,19,MEXICO
SURINAME,2021-09-01,0,MEXICO
URUGUAY,2021-09-01,10,MEXICO
VENEZUELA,2021-09-01,547,MEXICO
ALBANIA,2021-09-01,0,MEXICO
GERMANY,2021-09-01,0,MEXICO
ANDORRA,2021-09-01,0,MEXICO
BELGIUM,2021-09-01,0,MEXICO
BELARUS,2021-09-01,9,MEXICO
CZECHIA,2021-09-01,0,MEXICO
CROATIA,2021-09-01,0,MEXICO
DENMARK,2021-09-01,0,MEXICO
SLOVENIA,2021-09-01,0,MEXICO
SPAIN,2021-09-01,1,MEXICO
ESTONIA,2021-09-01,0,MEXICO
FINLAND,2021-09-01,0,MEXICO
FRANCE,2021-09-01,8,MEXICO
GREECE,2021-09-01,1,MEXICO
HUNGARY,2021-09-01,0,MEXICO
IRELAND,2021-09-01,1,MEXICO
ITALY,2021-09-01,1,MEXICO
LATVIA,2021-09-01,0,MEXICO
LITHUANIA,2021-09-01,0,MEXICO
MOLDOVA,2021-09-01,0,MEXICO
NORWAY,2021-09-01,0,MEXICO
NETHERLANDS,2021-09-01,3,MEXICO
POLAND,2021-09-01,0,MEXICO
PORTUGAL,2021-09-01,1,MEXICO
UNITED KINGDOM,2021-09-01,5,MEXICO
ROMANIA,2021-09-01,3,MEXICO
RUSSIA,2021-09-01,78,MEXICO
SERBIA,2021-09-01,0,MEXICO
SWEDEN,2021-09-01,1,MEXICO
SWITZERLAND,2021-09-01,1,MEXICO
UKRAINE,2021-09-01,0,MEXICO
AFGHANISTAN,2021-09-01,3,MEXICO
SAUDI ARABIA,2021-09-01,0,MEXICO
ARMENIA,2021-09-01,5,MEXICO
AZERBAIJAN,2021-09-01,0,MEXICO
BANGLADESH,2021-09-01,127,MEXICO
CHINA,2021-09-01,3,MEXICO
SOUTH KOREA,2021-09-01,0,MEXICO
PHILIPPINES,2021-09-01,1,MEXICO
GEORGIA,2021-09-01,10,MEXICO
INDIA,2021-09-01,40,MEXICO
IRAQ,2021-09-01,0,MEXICO
IRAN,2021-09-01,5,MEXICO
ISRAEL,2021-09-01,0,MEXICO
JAPAN,2021-09-01,0,MEXICO
JORDAN,2021-09-01,1,MEXICO
KAZAKHSTAN,2021-09-01,7,MEXICO
KYRGYZSTAN,2021-09-01,1,MEXICO
LAOS,2021-09-01,0,MEXICO
LEBANON,2021-09-01,0,MEXICO
NEPAL,2021-09-01,28,MEXICO
PAKISTAN,2021-09-01,11,MEXICO
PALESTINIAN TERRITORIES,2021-09-01,2,MEXICO
SYRIA,2021-09-01,6,MEXICO
SRI LANKA,2021-09-01,6,MEXICO
TAJIKISTAN,2021-09-01,0,MEXICO
TURKEY,2021-09-01,3,MEXICO
UZBEKISTAN,2021-09-01,0,MEXICO
VIETNAM,2021-09-01,0,MEXICO
YEMEN,2021-09-01,1,MEXICO
NA,2021-09-01,1,MEXICO
AUSTRALIA,2021-09-01,1,MEXICO
OTHER,2021-09-01,0,MEXICO
NEW ZEALAND,2021-09-01,0,MEXICO
ANGOLA,2021-09-01,93,MEXICO
ALGERIA,2021-09-01,0,MEXICO
BENIN,2021-09-01,2,MEXICO
BURKINA FASO,2021-09-01,14,MEXICO
CAMEROON,2021-09-01,17,MEXICO
CENTRAL AFRICAN REPUBLIC,2021-09-01,0,MEXICO
CHAD,2021-09-01,0,MEXICO
CONGO - KINSHASA,2021-09-01,21,MEXICO
CÔTE D’IVOIRE,2021-09-01,0,MEXICO
EGYPT,2021-09-01,0,MEXICO
ERITREA,2021-09-01,11,MEXICO
ETHIOPIA,2021-09-01,1,MEXICO
GAMBIA,2021-09-01,2,MEXICO
GHANA,2021-09-01,50,MEXICO
GUINEA,2021-09-01,29,MEXICO
GUINEA-BISSAU,2021-09-01,0,MEXICO
EQUATORIAL GUINEA,2021-09-01,0,MEXICO
KENYA,2021-09-01,0,MEXICO
LIBERIA,2021-09-01,0,MEXICO
LIBYA,2021-09-01,1,MEXICO
MADAGASCAR,2021-09-01,0,MEXICO
MALI,2021-09-01,21,MEXICO
MOROCCO,2021-09-01,1,MEXICO
MAURITANIA,2021-09-01,12,MEXICO
NIGER,2021-09-01,0,MEXICO
NIGERIA,2021-09-01,10,MEXICO
SENEGAL,2021-09-01,25,MEXICO
SIERRA LEONE,2021-09-01,5,MEXICO
SOMALIA,2021-09-01,11,MEXICO
SOUTH AFRICA,2021-09-01,0,MEXICO
SUDAN,2021-09-01,2,MEXICO
TOGO,2021-09-01,1,MEXICO
TUNISIA,2021-09-01,0,MEXICO
UGANDA,2021-09-01,0,MEXICO
ZIMBABWE,2021-09-01,0,MEXICO
STATELESS,2021-09-01,0,MEXICO
CANADA,2021-08-01,4,MEXICO
UNITED STATES,2021-08-01,122,MEXICO
BELIZE,2021-08-01,31,MEXICO
COSTA RICA,2021-08-01,11,MEXICO
EL SALVADOR,2021-08-01,3659,MEXICO
GUATEMALA,2021-08-01,12580,MEXICO
HONDURAS,2021-08-01,17105,MEXICO
NICARAGUA,2021-08-01,2819,MEXICO
